City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
165,codrington,-38.2667,141.9667,66.97,57,96,10.92,AU,1651383250
166,sorland,67.667,12.6934,38.57,98,100,26.22,NO,1651383250
167,paita,-5.0892,-81.1144,67.01,86,56,11.39,PE,1651383250
168,hami,42.8,93.45,72.01,10,0,4.94,CN,1651383251
169,bambanglipuro,-7.95,110.2833,88.25,61,75,7.47,ID,1651383251
170,acandi,8.5063,-77.2778,75.47,97,100,5.77,CO,1651383252
171,ilorin,8.5,4.55,75.56,94,0,5.75,NG,1651383252
172,poum,-20.2333,164.0167,76.73,76,7,4.81,NC,1651383253
173,namatanai,-3.6667,152.4333,83.34,72,77,4.41,PG,1651383253
174,port blair,11.6667,92.75,88.84,60,35,0.63,IN,1651383198
175,lebu,-37.6167,-73.65,48.76,84,7,13.51,CL,1651383254
176,kanel,15.4916,-13.1763,83.77,12,84,7.43,SN,1651383255
177,kavaratti,10.5669,72.642,85.69,71,87,12.21,IN,1651383255
178,savinka,50.0785,47.0994,53.74,52,70,12.8,RU,1651383256
179,honiara,-9.4333,159.95,81.28,85,100,3.44,SB,1651383256
180,najran,17.4924,44.1277,79.45,31,86,9.48,SA,1651383257
181,dikson,73.5069,80.5464,18.93,87,100,18.39,RU,1651383257
182,saint anthony,45.0205,-93.218,49.14,94,100,8.05,US,1651383029
183,fergus falls,46.283,-96.0776,43.18,98,100,12.66,US,1651383258
184,maniitsoq,65.4167,-52.9,17.76,72,6,7.65,GL,1651383259
185,chapais,49.7834,-74.8492,31.78,97,7,3.24,CA,1651383167
186,saint george,37.1041,-113.5841,71.94,17,0,4.61,US,1651383259
187,jaunjelgava,56.6167,25.0833,44.85,46,51,2.42,LV,1651383260
188,port elizabeth,-33.918,25.5701,61.32,74,0,11.5,ZA,1651383260
189,korla,41.7597,86.1469,69.62,15,21,12.12,CN,1651383261
190,puqi,29.7167,113.8833,67.15,48,100,7.99,CN,1651383261
191,bambous virieux,-20.3428,57.7575,80.85,74,40,6.91,MU,1651383262
192,ondjiva,-17.0667,15.7333,66.49,49,60,3.29,AO,1651383233
193,batemans bay,-35.7167,150.1833,68.92,60,36,4.68,AU,1651383009
194,aras,42.5617,-2.356,41.41,93,0,5.75,ES,1651383263
195,havre-saint-pierre,50.2334,-63.5986,35.96,75,100,13.8,CA,1651383263
196,bethel,41.3712,-73.414,48.49,67,0,0.0,US,1651383264
197,ahipara,-35.1667,173.1667,63.03,78,52,4.32,NZ,1651383264
198,puerto madryn,-42.7692,-65.0385,44.83,70,3,11.83,AR,1651383243
199,sakata,38.9167,139.855,50.18,93,75,3.44,JP,1651383265
200,amga,60.8953,131.9608,45.52,50,66,7.74,RU,1651383266
201,leningradskiy,69.3833,178.4167,12.29,90,50,1.45,RU,1651383266
202,sola,-13.8833,167.55,81.18,71,98,8.61,VU,1651383267
203,kaitangata,-46.2817,169.8464,55.02,89,100,2.13,NZ,1651383267
204,ayan,56.45,138.1667,33.28,87,99,4.34,RU,1651383268
205,seoul,37.5683,126.9778,65.8,22,0,21.85,KR,1651383210
206,torbay,47.6666,-52.7314,43.57,96,100,11.5,CA,1651383268
207,wilmington,34.2257,-77.9447,68.86,77,0,9.22,US,1651383269
208,matara,5.9485,80.5353,86.5,69,100,13.76,LK,1651383269
209,sao miguel do iguacu,-25.3481,-54.2378,67.44,98,85,1.41,BR,1651383270
210,hambantota,6.1241,81.1185,86.34,84,75,13.8,LK,1651383270
211,bandarbeyla,9.4942,50.8122,87.58,62,90,5.41,SO,1651383271
212,xining,36.6167,101.7667,44.35,43,89,4.41,CN,1651383271
213,vostochnyy,55.8167,37.8667,43.9,44,16,6.91,RU,1651383272
214,sao lourenco do oeste,-26.3592,-52.8511,60.15,97,99,3.67,BR,1651383272
215,thompson,55.7435,-97.8558,30.36,80,100,10.36,CA,1651383273
216,asau,46.4333,26.4,52.95,56,77,2.39,RO,1651383273
217,oistins,13.0667,-59.5333,78.89,83,40,14.97,BB,1651383193
218,bazarnyye mataki,54.8833,49.9333,40.01,58,35,15.66,RU,1651383274
219,sao joao da barra,-21.6403,-41.0511,69.96,93,16,4.63,BR,1651383274
220,sokoni,-6.4333,39.55,82.26,83,43,15.46,TZ,1651383275
221,cherskiy,68.75,161.3,28.26,80,83,9.37,RU,1651383275
222,arrifes,37.7667,-25.7,60.24,88,20,2.3,PT,1651383276
223,horsham,51.064,-0.3272,51.26,83,0,2.3,GB,1651383276
224,myaundzha,63.0494,147.1858,32.43,87,84,2.91,RU,1651383277
225,yumen,40.2833,97.2,61.2,11,0,6.29,CN,1651383278
226,alamogordo,32.8995,-105.9603,65.44,18,75,11.5,US,1651383278
227,soyo,-6.1349,12.3689,78.04,86,98,2.42,AO,1651383278
228,tura,25.5198,90.2201,87.84,50,3,4.32,IN,1651383279
229,falmouth,50.1544,-5.0711,49.1,93,100,2.3,GB,1651383279
230,tapia,7.7542,126.0119,84.52,78,100,3.67,PH,1651383280
231,bilibino,68.0546,166.4372,23.27,76,16,1.43,RU,1651383281
232,porto novo,6.4965,2.6036,80.42,82,72,2.98,BJ,1651383281
233,tagusao,9.1924,117.8141,85.71,70,94,1.48,PH,1651383282
234,ciudad bolivar,8.1222,-63.5497,79.09,75,88,11.27,VE,1651383282
235,sakakah,29.9697,40.2064,71.17,19,1,23.15,SA,1651383283
236,belmonte,-15.8631,-38.8828,74.14,83,19,2.59,BR,1651383283
237,maceio,-9.6658,-35.7353,72.84,94,40,2.3,BR,1651383284
238,suez,29.9737,32.5263,70.2,46,4,3.47,EG,1651383284
239,tual,-5.6667,132.75,84.43,71,81,13.6,ID,1651383285
240,saurimo,-9.6608,20.3916,62.92,67,45,5.66,AO,1651383285
241,madison,34.7334,-86.5667,69.1,83,0,20.0,US,1651383286
242,divo,5.8397,-5.36,73.58,99,100,2.1,CI,1651383286
243,caiaponia,-16.9567,-51.8103,64.53,63,1,3.56,BR,1651383287
244,sechura,-5.5569,-80.8222,67.44,83,52,12.53,PE,1651383287
245,manokwari,-0.8667,134.0833,81.5,79,100,3.47,ID,1651383186
246,hovd,48.0056,91.6419,66.87,9,99,4.27,MN,1651383288
247,le port,-20.9373,55.2919,84.61,70,7,2.86,RE,1651383288
248,san policarpo,12.1791,125.5072,84.02,68,56,8.28,PH,1651383289
249,nemuro,43.3236,145.575,41.83,78,100,7.87,JP,1651383289
250,ferndale,42.4606,-83.1347,54.16,48,40,14.97,US,1651383070
251,deep river,46.1001,-77.4995,31.95,79,52,2.35,CA,1651383290
252,kure,34.2333,132.5667,67.15,68,99,3.22,JP,1651383128
253,pangai,-19.8,-174.35,81.5,84,100,11.27,TO,1651383291
254,tandil,-37.3217,-59.1332,44.69,67,28,7.16,AR,1651383292
255,pochutla,15.7432,-96.4661,78.82,67,50,2.84,MX,1651383292
256,beloha,-25.1667,45.05,74.55,65,26,10.02,MG,1651383293
257,provideniya,64.3833,-173.3,30.83,86,96,13.8,RU,1651383293
258,guipavas,48.4352,-4.3972,46.72,100,20,8.05,FR,1651383293
259,georgetown,5.4112,100.3354,91.35,67,40,14.97,MY,1651383294
260,tramandai,-29.9847,-50.1336,61.93,95,99,2.93,BR,1651383060
261,sandnessjoen,66.0217,12.6316,39.65,90,100,5.01,NO,1651383295
262,kachug,53.9606,105.8817,71.02,32,91,12.59,RU,1651383295
263,ossora,59.2353,163.0719,31.78,91,26,1.07,RU,1651383296
264,beringovskiy,63.05,179.3167,26.83,96,100,15.88,RU,1651383296
265,vila velha,-20.3297,-40.2925,71.55,94,40,1.14,BR,1651383297
266,vaitape,-16.5167,-151.75,81.5,72,15,12.88,PF,1651383297
267,ponta delgada,37.7333,-25.6667,62.51,88,20,2.3,PT,1651383298
268,mokrous,51.2333,47.5167,48.22,53,9,13.89,RU,1651383298
269,tiassale,5.8983,-4.8283,75.27,99,100,1.36,CI,1651383299
270,kattivakkam,13.2167,80.3167,95.09,80,30,15.1,IN,1651383299
271,sur,22.5667,59.5289,91.87,45,23,5.64,OM,1651383300
272,san quintin,30.4833,-115.95,58.84,89,100,6.91,MX,1651383300
273,bitung,1.4451,125.1824,90.45,73,78,2.48,ID,1651383301
274,nampula,-15.1165,39.2666,67.95,94,20,6.91,MZ,1651383301
275,hirara,24.8,125.2833,73.67,78,75,27.63,JP,1651383302
276,lumberton,34.6182,-79.0086,66.06,81,43,5.99,US,1651383126
277,macusani,-14.0833,-70.4333,33.71,88,77,4.45,PE,1651383302
278,luau,-10.7073,22.2247,62.74,71,38,5.46,AO,1651383303
279,panzhihua,26.5851,101.7128,54.19,77,100,5.14,CN,1651383304
280,comodoro rivadavia,-45.8667,-67.5,35.46,87,0,4.61,AR,1651383304
281,cherbourg,49.6386,-1.6147,44.31,93,100,1.14,FR,1651383240
282,menongue,-14.6585,17.691,59.09,67,20,3.58,AO,1651383305
283,jambi,-1.6,103.6167,90.21,58,99,3.36,ID,1651383305
284,taltal,-25.4,-70.4833,59.07,83,9,1.01,CL,1651383306
285,ngorongoro,-3.2397,35.4875,55.49,93,94,5.5,TZ,1651383306
286,leo,11.1,-2.1,80.06,57,56,6.78,BF,1651383307
287,goderich,43.7501,-81.7165,52.12,24,100,18.41,CA,1651383059
288,axim,4.8699,-2.2405,78.62,85,43,2.66,GH,1651383308
289,usakos,-22.0,15.6,65.21,44,0,9.24,NA,1651383308
290,yar-sale,66.8333,70.8333,26.83,75,56,13.29,RU,1651383309
291,marang,5.2056,103.2059,89.51,76,34,6.73,MY,1651383309
292,barnstaple,51.0802,-4.0581,48.2,95,100,6.67,GB,1651383310
293,vanimo,-2.6741,141.3028,83.08,83,91,8.28,PG,1651383310
294,rostovka,55.3842,71.8891,40.62,70,100,15.77,RU,1651383311
295,moissala,8.3404,17.7663,79.95,58,99,6.02,TD,1651383311
296,vila do maio,15.1333,-23.2167,68.79,80,5,16.73,CV,1651383312
297,babu,24.4167,111.5167,59.63,88,100,8.66,CN,1651383312
298,yerbogachen,61.2767,108.0108,35.35,79,96,9.6,RU,1651383313
299,olafsvik,64.8945,-23.7142,42.12,70,100,12.01,IS,1651383313
300,palmares do sul,-30.2578,-50.5097,62.85,97,99,3.29,BR,1651383205
301,kaeo,-35.1,173.7833,64.33,87,46,5.93,NZ,1651383314
302,guilin,25.2819,110.2864,60.91,59,100,13.04,CN,1651383315
303,male,4.1748,73.5089,85.95,79,75,14.97,MV,1651383025
304,warkworth,-36.4,174.6667,63.91,81,38,7.92,NZ,1651383315
305,abatskoye,56.2875,70.4555,36.01,87,100,10.58,RU,1651383316
306,severo-yeniseyskiy,60.3725,93.0408,30.74,71,100,8.79,RU,1651383316
307,lavrentiya,65.5833,-171.0,24.22,86,98,9.4,RU,1651383317
308,salalah,17.0151,54.0924,89.69,70,0,2.3,OM,1651383317
309,guanica,17.9716,-66.908,75.9,91,100,10.63,PR,1651383318
310,qesarya,32.5189,34.9046,68.34,80,59,11.52,IL,1651383318
311,urumqi,43.801,87.6005,76.15,11,0,26.84,CN,1651383319
312,mwinilunga,-11.7358,24.4293,60.19,68,36,6.73,ZM,1651383319
313,oktyabrskoye,43.0645,44.7417,57.34,82,75,11.18,RU,1651383320
314,geraldton,-28.7667,114.6,82.81,23,0,5.75,AU,1651383320
315,jamuria,23.7,87.0833,83.8,70,40,6.91,IN,1651383321
316,shetpe,44.1667,52.1167,63.84,55,14,19.08,KZ,1651383322
317,kalaleh,37.3807,55.4916,60.4,100,100,4.61,IR,1651383322
318,bambui,-20.0064,-45.9769,61.47,86,16,1.32,BR,1651383323
319,saint-pierre,-21.3393,55.4781,84.29,63,0,0.0,RE,1651383323
320,castlerea,53.7667,-8.5,49.64,97,100,8.28,IE,1651383323
321,vestmanna,62.1564,-7.1664,43.72,81,100,3.44,FO,1651383324
322,boyolangu,-8.1181,111.8935,86.29,67,99,4.79,ID,1651383325
323,gizo,-8.103,156.8419,83.82,70,56,1.45,SB,1651383325
324,inuvik,68.3499,-133.7218,47.26,49,20,9.22,CA,1651383326
325,tongling,30.95,117.7833,66.09,61,100,10.49,CN,1651383326
326,hirado,33.3597,129.5531,65.39,55,100,17.2,JP,1651383327
327,lafiagi,8.8667,5.4167,80.08,73,56,3.36,NG,1651383327
328,muros,42.7762,-9.0603,54.84,87,49,5.08,ES,1651383328
329,flinders,-34.5833,150.8552,70.88,56,12,4.41,AU,1651383328
330,norfolk,42.1668,-71.2495,45.86,82,0,0.0,US,1651383329
331,pevek,69.7008,170.3133,12.22,89,63,5.79,RU,1651383329
332,petropavlovsk-kamchatskiy,53.0452,158.6483,43.39,53,75,11.18,RU,1651383330
333,puerto maldonado,-12.6,-69.1833,70.72,93,52,2.55,PE,1651383330
334,yenotayevka,47.2456,47.0281,61.07,43,39,10.16,RU,1651383331
335,gornyy,55.1153,83.9059,55.44,65,100,13.56,RU,1651383331
336,lima,-12.0432,-77.0282,66.9,79,0,9.22,PE,1651383332
337,charlestown,-32.95,151.6667,69.73,72,95,1.01,AU,1651383332
338,poindimie,-20.9333,165.3333,76.64,84,34,11.77,NC,1651383333
339,san carlos de bariloche,-41.1456,-71.3082,31.75,93,40,3.44,AR,1651383333
340,bangolo,7.0069,-7.475,69.96,98,88,1.3,CI,1651383334
341,port-gentil,-0.7193,8.7815,76.96,100,40,1.14,GA,1651383334
342,portland,45.5234,-122.6762,50.61,92,40,5.75,US,1651383306
343,atasu,48.6814,71.6433,80.04,30,100,16.35,KZ,1651383335
344,jasper,37.2001,-94.3502,53.65,86,0,0.0,US,1651383335
345,zhigansk,66.7697,123.3711,28.81,76,97,17.47,RU,1651383336
346,plettenberg bay,-34.0527,23.3716,58.87,67,21,3.94,ZA,1651383336
347,sitka,57.0531,-135.33,48.09,66,100,3.44,US,1651383337
348,sharjah,25.3573,55.4033,88.09,37,0,10.36,AE,1651383182
349,riyadh,24.6877,46.7219,82.54,17,0,11.9,SA,1651383337
350,quatre cocos,-20.2078,57.7625,80.71,77,32,11.23,MU,1651383338
351,tamparan,7.8792,124.3331,82.18,68,56,2.75,PH,1651383338
352,acapulco,16.8634,-99.8901,76.82,83,40,2.3,MX,1651383339
353,namibe,-15.1961,12.1522,74.23,85,86,2.62,AO,1651383339
354,bela,25.9333,81.9833,102.22,24,0,11.52,IN,1651383340
355,saint-louis,16.3333,-15.0,78.44,19,17,8.52,SN,1651383340
356,sinnamary,5.3833,-52.95,77.56,84,46,9.57,GF,1651383341
357,homer,59.6425,-151.5483,42.69,68,100,17.0,US,1651383341
358,guerrero negro,27.9769,-114.0611,59.83,87,94,10.92,MX,1651383342
